Periodo;ID Estudiante;Comunicación Verbal40;Autonomía e Iniciativa44;Compromiso Ético45;Disposición al Aprendizaje46;Taller Manejo Tiempo (Opcional);Taller Comunicación (Opcional);Taller Situaciones Difíciles (Opcional);Sesión Individual (Opcional)
201610;161805640131516000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805854128968000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805865391996000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805904008094000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805907226102000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805928143158000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805963541254000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161805995721346000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806169493893000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806201674005000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806206501022000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806280515292000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806286951316000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806298214359000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806360965605000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806410844809000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806465551042000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806484859126000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806541174378000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806613579717000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806668285984000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806684376064000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806689203088000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806792179622000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806861367000000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161806912855290000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807093064371000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807327979930000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807439001726000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807506580229000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807672308524000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807693225693000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807723796943000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807775285370000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807852518027000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807873435208000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807968367047000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161807974803104000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808171102930000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808201674226000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808521868490000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808550830801000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808713341593000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808719777666000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808724604721000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161808885506582000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809125250502000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809311896900000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809392347966000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809554859181000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809805866763000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809931370627000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161809997340626000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161943005713559000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161944328877917000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161944576770624000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161944992071819000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945000120297000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945054849953000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945170748078000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945186845043000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945357472922000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945479809948000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945589269431000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945590879130000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945608585814000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945631121596000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945653657380000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945864528000000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161945869357100000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946022278631000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946070569656000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946128518895000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946157493518000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946189687547000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946271782336000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946307195781000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946590503478000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946767570914000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161946989710199000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947075024602000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947147461377000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947379259167000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947561156160000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947652909549000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947858952342000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161947907243640000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948024752497000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948119725440000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948126164284000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948391766734000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948489959211000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948541470030000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948546299169000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948576883722000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948773268817000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948842486542000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161948966434600000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949067846682000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949156381065000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949244915472000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949330230470000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949457398149000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949574907568000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949602272781000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949702075343000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949779341864000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949816365412000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161949956411044000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950154406696000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950428059422000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950444156649000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950452205262000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950476351104000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950587421999000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950711370724000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950920634913000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161950967316942000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951208775824000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951265116256000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951294091339000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951488868353000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951514624000000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951553257474000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951556476931000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951796326522000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161951899349220000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161952150467184000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161952166564496000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161952436999457000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161952725141718000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161952976260322000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161953132404680000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161953320743852000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161953666837486000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161953995224347000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161954077321114000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161954383171998000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161954523219605000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161954835509888000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161954856436567000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161955294287396000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161955321653093000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161961760704773000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161961789680795000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161961899145790000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161961920072925000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161961934560943000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161961998952141000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963347950677000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963508929398000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963632883067000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963832496868000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963864692654000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963911376550000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963917815708000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161963974158350000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964307385035000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964318653576000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964403972544000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964437778179000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964460315271000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964540804898000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964721101734000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964759736784000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964780664104000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964783883692000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964791932662000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161964967400254000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965036621440000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965126769984000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965134818962000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965141258145000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965290969181000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965311896536000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965384337390000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965482535017000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965835080843000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965897863017000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161965957425603000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966073331208000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966214993670000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966223042675000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966453244314000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966464512929000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966517636410000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966556271673000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966561101082000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966604565759000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966643201034000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966771985314000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161966871793166000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967003797148000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967023114808000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967044042274000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967053701106000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967095556044000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967100385460000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967121312932000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967156728656000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967361174049000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967565619571000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161967908508807000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161968121003727000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161968302912368000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161968393061821000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161968486430923000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161968491260360000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;161968911421661000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162104468442048000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162104528030108000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162106777890020000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162106793995014000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162107473626524000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162107565425202000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162107616961314000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162107845652907000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162108420603610000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162108526897129000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162108646074752000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162108799073117000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162108916640330000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162109048702182000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162109105070062000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162109150164374000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162109303162976000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162109907105533000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162110148682870000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162110267861090000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162110443407466000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162110670490534000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162111005478612000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162111577213872000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162111999171246000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162112224644877000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162112641771508000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162113374562835000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162113532395030000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162115228290705000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162116479683800000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162128261053765000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162129016428931000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162129369152691000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201610;162130863803753000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161643451471472000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;162104502262297000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;162103763049085000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161814044062635000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161966879842188000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161966078160609000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161964899788877000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161805580598415000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;162132306921660000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161965569464089000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201619;161475787440250000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161948607468279000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161808862980316000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161641838454644000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161807411648526000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161965513121170000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161806621624756000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161950222014995000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;160512622740551000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161804948261020000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161961899145790000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161643115358628000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161955796528782000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161954256002385000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161788692948041000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162109597886803000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161967704063069000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162271528726995000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161481599713544000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161950373328859000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162113931807458000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162108441540209000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964756517196000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964952912100000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161806402799776000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966694714740000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162110127746160000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161804047222593000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161946914054049000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161947105609016000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162112791550700000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161947762369766000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161968858297788000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161951907397870000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161951886471381000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161947799393083000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161465264212689000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161965371459015000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162111799466161000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162113864164996000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161644885985722000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161946060911450000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162111267993550000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161644101183416000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161809949069893000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161807677135562000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161785119559544000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
